Message,sentiment
Don't you have anything better to do than hurting others?,negative
But who could recognize in the cruel and lustful popes of later days in John XII.,negative
I'm sad and I feel hurt.,negative
I've always been a dirty old man.,negative
"Don't talk dirty, Ben.",negative
She pulled it on with a dirty look at her assistant.,negative
He may have been doing his dirty deeds twenty years or more.,negative
He gave her a dirty look.,negative
"She never says anything, but deep down she's hurting.",negative
"I'm a bad person to have hurt your feelings, aren't I?",negative
How could you hurt her? What has she ever done to you?,negative
His hand was dirty and he smelled.,negative
"If you do anything bad to her, I'm going to hurt you badly.",negative
Dirty jewelry can look dull and one dimensional.,negative
Her parents don't praise her ever which hurts her deeply.,negative
You acting so indifferent to me hurts me so much.,negative
Don't you ever think about hurting yourself!,negative
I love you so much and it hurts.,negative
It hurts to see my friend suffer every day.,negative
They meant to hurt him and so they did.,negative
He's never going to learn unless he gets hurt.,negative
He fell from his bike and hurt his head badly.,negative
"Janie was crying, whimpering in pain and the fact that she couldn't even try to bring her head back inside, such was her hurt.",negative
"It is a large and exceedingly dirty place, about 9 m.",negative
See what gross inconsistency is tolerated.,negative
"That's kind of gross, isn't it?",negative
"Let me tell you, it was pretty gross.",negative
This gross outrage led to fresh measures of coercion.,negative
This is so gross.,negative
You are so gross.,negative
"Also, of course, they're so gross.",negative
A weak case for a plaintiff is not gross negligence.,negative
The sailors were rude and unruly.,negative
It simply wasn't like him to be rude like that.,negative
He was being rude.,negative
I wondered whether to tell you a rather rude story!,negative
You are very rude.,negative
He was very rude.,negative
She was very rude.,negative
Why are you so rude.,negative
I have no excuse for my rudeness.,negative
He even went so far as to cuss twice in the reply email he sent me.,negative
Don't abuse his vulnerability.,negative
"She drew her legs up, feeling vulnerable and scared in the strange place.",negative
Stop cussing me.,negative
"Suddenly feeling alone and vulnerable in the wide hallway, she returned to her room and locked the door.",negative
Stop cussing her.,negative
"He pulled his knees to his chest, feeling small and vulnerable once more.",negative
Stop cussing them.,negative
I feel vulnerable sometimes.,negative
I'm especially vulnerable to psychological problems.,negative
We are in a vulnerable position here.,negative
"The fact that she's vulnerable, and yet people are taking advantage of it is unforgivable.",negative
He's so vulnerable and practically incapable of doing anything on his own about his problems.,negative
The idea of him being vulnerable to anyone floored her.,negative
The vulnerability she felt in the immortal world lingered.,negative
"Mr. Webster rode in front, and Daniel, on the old gray nag, followed behind.",negative
Sorry to sound like a bit of an old nag.,negative
His job made him a vulnerable adult.,negative
She is going to nag me incessantly until she meets you.,negative
"Perhaps they'd a tanner, To put on a nag.",negative
t's just another nagging question.,negative
An eternity of her nagging you wasn't enough?,negative
"Still, that nagging feeling in her stomach didn't go away.",negative
An eternity of his nagging you wasn't enough?,negative
"Yeah, yeah, quit your nagging.",negative
A nagging morning cough may be one sign of a tobacco habit.,negative
Don't go around showing off your ever-growing dictionary of cuss words like it's an achievement.,negative
"If not, I'm sure I can provoke you.",negative
But repression served only to provoke opposition.,negative
Why did you provoke him.,negative
I'm vulnerable to him and I hate myself for that.,negative
He was repeatedly provoked into striking those who had taken liberties with him.,negative
But the oppressive character of the government provoked several rebellions.,negative
He's always in a vulnerable state when he's with her.,negative
"Deidre didn't move, afraid of provoking him.",negative
The program is provoking a furor among privacy advocates.,negative
Something that is this emotionally provoking should be taken seriously.,negative
"Twice, indeed, during that period the chancellor ran the risk of provoking war.",negative
He quickly succeeds in provoking the builders into taking strike action.,negative
Stop provoking me.,negative
Why are you provoking me?,negative
Stop provoking him.,negative
I can refuse to answer you.,negative
He can refuse to answer you.,negative
He was not happy I was free to refuse him.,negative
I refuse to face that again.,negative
"Of course, there was no reason to refuse.",negative
You know I'll refuse.,negative
You're refusing to see that.,negative
Insult them by refusing their hospitality.,negative
Strickland on his refusing to change his policy.,negative
She braced herself for a refusal and a fight.,negative
She swallowed a refusal at the expression on his face.,negative
On their refusal the Russians attacked them at 3 a.m.,negative
I can be such a weak person sometimes.,negative
She is a weak person.,negative
His selfishness and disregard for everything speaks of his weak character.,negative
He was so weak that he could not move.,negative
They made her weak and frightened.,negative
"Too weak to continue, she dropped to her knees.",negative
"Don't take advantage of others, weaknesses.",negative
Just because you know her weakness doesn't mean you can exploit her all you want.,negative
He said he was weak and he couldn't do anything as he held my hand and cried.,negative
"A slow-moving film with a weak plot, it trudges its way to a disappointing finish and leaves you wondering why you bothered.",negative
Her presence would bolster his weak will.,negative
She seems weak and her eyes are dull.,negative
"He was too weak to chase her down this time, and she knew it.",negative
He felt so powerless and weak that he gave in to despair before he knew it.,negative
I am too weak and miserable to do anything on my own.,negative
He has always been a weak person and now he's become weaker.,negative
You're the weakest person I've ever met!,negative
None of them showed up at the party.,negative
None of them are coming.,negative
None of them were ready to eat.,negative
